,0
4334,"Kalbant apie mokyklų priežiūrą, 2014 m. ėmėme taikyti kitokią išorinio mokyklų vertinimo prieigą. Šalies lygiu siekiama teikti paramą ir analitinę pagalbą bei toliau naudoti duomenų bazes, kurių dėka galime ne tik pateikti grįžtamąjį ryšį mokykloms apie jų veiklą, bet apie švietimo situaciją informuoti visuomenę. 2017 m. vykdėme administracinę reformą, kurios metu buvo panaikinta mokyklų priežiūra apygardų lygmeniu. Šiuo metu Estijoje skundus nagrinėja ir privačių mokyklų, kurios Estijoje sudaro 5 proc. visų mokyklų, priežiūrą vykdo 7 ekspertai."
4335,"Nuo 2018 m. pradėjome taikyti rizikomis grįstą mokyklų stebėseną. Tai reiškia, kad vadovaudamiesi surinktais duomenimis, patikrinimui atrenkame tik keletą silpniausių mokyklų visoje šalyje."
4336,Vietinė valdžia turėtų suteikti visas sąlygas sklandžiam mokyklų darbui ir patys prižiūrėti jų būklę.
4337,"Šiuo metu valstybinių mokyklų priežiūrą Estijoje vykdo komanda sudaryta tik iš dviejų žmonių. Svarbu paminėti, kad svarbiausias ir didžiausią darbą atliekantis šios poros žmonių partneris – mokyklos steigėjas, dažniausiai tai yra vietos valdžia. Taip yra todėl, kad pirmiausia mokyklos steigėjas yra atsakingas už kokybišką įstaigos darbą – vietinė valdžia turėtų suteikti visas sąlygas sklandžiam mokyklų darbui ir patys prižiūrėti jų būklę."
4338,"Stengiamės taupyti išteklius, taigi nusprendėme daugiau dėmesio skirti mokyklų tobulėjimui ir turimų finansų nešvaistyti kontrolei. Estijoje koncentruojamasi ne į nuobaudas pačioms silpniausioms ugdymo įstaigoms, bet į pagalbą joms. Tokioms mokykloms siūlomos konsultacijos, klausiama, kaip jos panaudojo specialistų rekomendacijas ir pagalbą. Estijoje ministerija suteikia įrankius mokyklų tobulėjimui, o kaip juos naudoti, kiekviena mokykla turi teisę apsispręsti pati."
4339,"Manau, kad tarimosi, laisvės, savarankiško veikimo ir bendradarbiavimo, pasitikėjimo ir pagarbos švietimui tradicija yra būdinga visai Estijos švietimo sistemai."
4340,"Nuolatinis švietimo svarbos ir mokyklos kaip vienos iš svarbiausių institutų šalyje išskyrimas, jautrumas ir adekvati reakcija kiekvieno mokinio mokymuisi, švietimo pagalbos veiksmingumas, mokytojo parengimas ir jo darbo reikšmės akcentavimas yra tai, iš ko susideda Estijos švietimo sėkmė."
4341,"Pirmas mėnesis – tik 0,99 Eur, 
vėliau – 4.99 Eur/mėn."
4342,"59,88 Eur/met."
4343,Jūs gausite:
4344,"
                *Mokant telefonu yra įskaičiuojamas papildomas operatoriaus paslaugos mokestis. Tuo tarpu mokėjimas banko kortele – jums nieko papildomai nekainuos.
            "
4345,"

Turite dovanų kodą?
"
4346,Nurodytos kainos galioja tik fiziniams asmenims.
4347,Prenumeratų pasiūlymai įmonėms ir organizacijoms – prenumerata@15min.lt.
4348,< Grįžti atgal
4349,< Grįžti atgal
4350,< Grįžti atgal
4351,"Nesi registruotas skaitytojas?
            Registruokis
"
4352,< Grįžti atgal
4353,Esi registruotas skaitytojas? Prisijunk
4354,< Grįžti atgal
4355,=======================================================================
4356,139
4357,=======================================================================
4358,"„Ugdymo kokybei labiausiai kenkia jungtinės klasės, bet vien tik 2019 metais jungtinių klasių komplektų skaičius sumažėjo 18 procentų ir vaikų, besimokančių jungtinėse klasėse, sumažėjo beveik 20 procentų“, – ketvirtadienį interviu Žinių radijui sakė A.Monkevičius."
4359,"„Tai nėra daug, apie tris procentus vaikų (mokosi jungtinėse klasėse – BNS), bet reikia tai įveikti, ir kuo greičiau“, – pažymėjo ministras."
4360,"A.Monkevičius taip pat tvirtino, jog mokyklų tinklas tvarkosi, bet, kadangi mokyklų steigėjas yra savivaldybė, „ministerija gali tik skatinti, patarti, padėti, kai kur spustelti šiek tiek“."
4361,"„Vaikų skaičius per 10 metų sumažėjo maždaug 26 procentais, o mokyklų skaičius sumažėjo 24 procentais, tai yra beveik tas pats ketvirtis. Vaikų buvo beveik 400 tūkstančių, dabar šiek tiek virš 300 tūkst., mokyklų buvo 1400, dabar per tūkstantį. Mokyklų tinklas traukiasi, tvarkosi“, – kalbėjo ministras."
4362,"Ministras taip pat pažymėjo, jog Lietuva pagal tai, kiek lėšų tenka vieno vaiko ugdymui, jo mokyklos išlaikymui, Europos Sąjungoje lenkia tik Bulgariją, o didesnę dalį bendrojo vidaus produkto (BVP) švietimui skiria tiek Latvija, tiek Estija."
4363,"„Priartėti reikia prie optimalaus dydžio, kuris yra 6 procentai nuo BVP. Estijoj, Latvijoj, paskutiniai duomenys yra 2017 metų, yra 5,8, Lietuvoj – 4,9 BVP. Tas skirtumas vieno punkto yra beveik milijardas eurų“, – teigė A.Monkevičius."
4364,"Švietimo profesinių sąjungų pateikiamais duomenimis, kitąmet švietimui planuojama skirti 4,6 proc. nuo bendrojo vidaus produkto, šiemet šis dydis siekia 4,64 proc. nuo BVP."
4365,"Ekonominio bendradarbiavimo ir plėtros organizacijos 2019 metų duomenimis, Lietuva pagal finansavimą vienam mokiniui ar studentui buvo tarp labiausiai atsiliekančių šalių ir nuo ES bei EBPO šalių vidurkio atsiliko daugiau negu du kartus."
4366,"Pirmas mėnesis – tik 0,99 Eur, 
vėliau – 4.99 Eur/mėn."
4367,"59,88 Eur/met."
4368,Jūs gausite:
4369,"
                *Mokant telefonu yra įskaičiuojamas papildomas operatoriaus paslaugos mokestis. Tuo tarpu mokėjimas banko kortele – jums nieko papildomai nekainuos.
            "
4370,"

Turite dovanų kodą?
"
4371,Nurodytos kainos galioja tik fiziniams asmenims.
4372,Prenumeratų pasiūlymai įmonėms ir organizacijoms – prenumerata@15min.lt.
4373,< Grįžti atgal
4374,< Grįžti atgal
4375,< Grįžti atgal
4376,"Nesi registruotas skaitytojas?
            Registruokis
"
4377,< Grįžti atgal
4378,Esi registruotas skaitytojas? Prisijunk
4379,< Grįžti atgal
4380,=======================================================================
4381,140
4382,=======================================================================
4383,"Kaip Mingailė ir Tautvydas išsiruošė į ekspediciją po mokyklas, skaitykite čia: Į kelionę per Europos mokyklas leidusis jauna pedagogų pora: „Yra mokyklų, kur vaikai nenori atostogų“."
4384,"Apsilankę vienoje inovatyviausių mokyklų Lietuvoje, Forvarde (apie šią mokyklą daugiau sužinoti galite mūsų tinklaraštyje), sužinojome apie Maxo Brauerio mokyklų tinklą ir nutarėme įtraukti Hamburgo mokyklą į „Wade into Adventure“ ekspediciją. Priežastys, paskatinusios aplankyti šią mokyklą: demokratiniais principais grįstas ugdymas, ilgaamžė patirtis bei tai, jog ši mokykla – valstybinė."
4385,"Susisiekus su Maxo Brauerio mokykla, mums atsiliepė vienas mokytojų, Marne, kuris vizito metu mokykloje buvo tarsi atviros durys į kiekvieną mūsų klausimą ir prašymą. Taigi, jau dvyliktą kelionės dieną buvome Hamburge ir dalyvavome vaikų projektų pristatymuose, kuriuos jie demonstravo vieni kitiems, savo tėvams ir mokytojams milžiniškame Hamburgo uoste."
4386,"Vaikai, atsistoję ant suoliuko ir dėstydami savo mintis susirinkusiems, sulaukdami klausimų ir palaikymo, atrodė kaip didūs mąstytojai ir mokytojai. Nes tokie jie ir yra. Kai tokiais jiems leidžiama jaustis ir būti. Besąlygiškas palaikymas ir tikėjimas vaiku – tai kertiniai brandžios asmenybės pamatai. Stebėjome kalbančius vaikus ir įsivaizdavome, kas gyvena jų galvose. Paaiškėjo, kad vaikai, ruošdamiesi panašiems projektams, pavyzdžiui, kaip pagerinti uosto infrastruktūrą, turi galimybę pasirinkti jiems artimiausias perspektyvas: ar tai būtų ekologijos, logistikos, architektūros ar pan. tema. Taip jie iš tikrųjų sprendžia esamą problemą."
4387,"Vakare mokytojas Marne pakvietė mus pavakarieniauti su jo šeima. Nustebome ir labai apsidžiaugėme. Visiškai betarpiškai, tarsi seni geri bičiuliai, valgydami ir gerdami vyną, kalbėjome apie mus dominančias temas. Marne papasakojo mums savo kaip mokytojo istoriją. Tą kelionę, kuri vis dar sukelia šiurpuliukus. Ši mokykla – tai 1500 vaikų, beveik dvigubai tiek tėvų ir maždaug 150 mokytojų bendruomenė, kuri Marne akimis yra nemenkas iššūkis."
4388,"Ši mokykla – valstybinė. Paklausus, kaip būdama valstybine mokykla ši bendruomenė sugeba išlaikyti savyje tiek daug laisvės, Marne įvardijo kūrybiškumą kaip esminę vertybę siekiant neatsisakyti savo idealų net ir tada, kai grubus mechanizmas (pvz., Švietimo ministerija) kvėpuoja tau į nugarą. Marne prasitarė, kad turėdami atitikti bendrąsias mokyklų nuostatas ir programas, mokyklos bendruomenė privalo išlikti vieninga ir nuolat statyti tiltus tarp to, ko yra reikalaujama, ir kokiais būdais jie pasirenka išpildyti šias sąlygas."
4389,"Pavyzdžiui, nuolatiniai atsiskaitymai ar egzaminai, kurie yra įprastos procedūros daugumoje valstybinių mokyklų, šioje mokykloje pamažu virto savęs įsivertinimu ir spalvų žaidimu, kur vietoje pažymių vaikas savo mokymosi kelionėje keliauja su šviesoforu (kai mokytojas jam įjungia žalią šviesą, jis gali pereiti prie kitos disciplinos ar atsipūsti). Nors vertinimo mokykloje išvengti ir nepavyksta, pasitelkus kūrybiškumą, jis bent jau gali būti mažiau žalingas. Pažymiai pradedami rašyti 9 klasėje. Tačiau mokytojai stengiasi, kad pagrindinis įvertinimas būtų žodinis ar raštiškas, iš esmės apibūdinant skaičius."
4390,"Pamokų metu vaikai laisvai vaikšto po klasę, konsultuojasi vieni su kitais, bendrauja. Kartais mokytojas paragina sugrįžti prie darbo ar sumažinti triukšmą. Jei mokiniui nepavyksta susikaupti ar jis trukdo pamoką, jo paprašoma išeiti į kitą kambarį, esantį šalia pagrindinės klasės. Jeigu vaikas nori dirbti bendrose erdvėse ar padaryti pertrauką, jis taip pat gali to paprašyti mokytojo."
4391,"Pamokoje dalyvauja du mokytojai – vienas vedantysis, kitas mokytojas-konsultantas. Pastarasis dirba su tais vaikais, kuriems reikia jo pagalbos. Pamokos vyksta integruojant dalykus, pavyzdžiui, mūsų stebėtojo pamokoje buvo apjungtos trys disciplinos: matematika, anglų kalba ir vokiečių kalba. Vaikas taip pat gali pasirinkti, į kurį dalyką jam norisi/reikia gilintis daugiau, į kurį mažiau. Taip pat jis gali nuspręsti ir dėl eiliškumo."
4392,"Antroje pamokos dalyje paraginti ėmėme kalbinti vaikus. Vaikai, beveik laisvai kalbantys angliškai, noriai bendravo ir pasakojo apie savo mokyklą bei jos ypatumus. Pertraukos metu grupelė vaikų pasisiūlė aprodyti mums mokyklos erdves bei nusivesti mus į jų mėgstamiausią pamoką – darbus. Mėgstamiausia dėl to, kad šios pamokos metu jie turi visišką laisvę konstruoti, ardyti, ieškoti, kurti ar stebėti tai, kas juos domina arba ką sutinka atlikti pasiūlyti mokytojo. Šioje pamokoje gali dalyvauti visi norintys, todėl tarp susirinkusiųjų radome tiek pradinukų, tiek paskutinių klasių mokinių. Klasė didelė, o žmonės atviri, tad tiek vietos, tiek fantazijos čia visiems užtenka."
4393,"Būnant šioje mokykloje, pasijautė mokyklos dydis ir vaikų kiekis. Vadovybė padalyta į 6 departamentus. Kiekvienas departamentas atsakingas už skirtingo amžiaus vaikų grupes. „Mokyklos vadovas oficialiai yra vienas, tačiau nuo jo nuimtas visuotinis svoris. Į jį, kaip ir į visus kitus mokytojus, pirmiausia žvelgiama kaip į žmogų, kuris kartais klysta,“ – paaiškino Marne."
4394,"Jeigu vaikas suklysta ar nusižengia kokiai nors taisyklei, stengiamasi pasižiūrėti į tai su atjauta ir supratimu."
4395,"Jis taip pat pasidalijo, kad tokio santykio turėjimas padeda atsipalaiduoti ir nejausti tiek įtampos. Mokyklos vadovai pasitiki mokytojais ir suteikia jiems autonomiškumą, laisvę ir pasitikėjimą, leisdami atsinešti į savo klases savus metodus ir idėjas, kuriuos vienija bendros mokyklos vertybės ir programa. Mokytojai nėra nuolatos tikrinami ar reitinguojami. Dauguma jų taip pat aktyviai bendradarbiauja su tėvais, kurie retkarčiais taip pat dalyvauja pamokose."
4396,"Tas pats principas taikomas ir su vaikais. Jeigu vaikas suklysta ar nusižengia kokiai nors taisyklei, stengiamasi pasižiūrėti į tai su atjauta ir supratimu, be bausmių ar gąsdinimu, skiriant vaikui asmeninio dėmesio ir išsiaiškinant jam suprantamu būdu."
4397,"Mokykloje įprasta tarp mokytojų dalytis metodinėmis medžiagomis: „Dažnai mokytojas pasiima praėjusių metų metodinę medžiagą ir stengiasi ją patobulinti, atsižvelgdamas į savo klasės vaikus ir save patį. Jeigu reikia, jis visada gali sulaukti pagalbos. Dažnai mokytojai bijo dalytis savo medžiaga, bijo būti vertinami ir panašiai, tačiau tai sustabdo procesus ir užkerta kelią augimui – tiek mokytojo, tiek vaikų, tiek pačios metodikos. Todėl taip pat, kaip mokome savo vaikus dalytis, turėtume mokyti ir suaugusiuosius“, – aiškino Marne. Izoliuodami save nuo vieni kitų bei neturėdami bendruomenės į kurią galėtume atsiremti, stipriai apsunkiname savo žmogiškąją dalią."
4398,"Pastebėjome, kad šioje mokykloje mokosi daugybė imigrantų. Paklausus, su kokiais papildomais iššūkiais dėl to susiduria mokykla, istorijos mokytojas nesuprato klausimo ir patikslino: „Iššūkiai su visais vaikais tie patys – jie ieško tavo ir savo ribų.“ Tuo tarpu Berlyne kalbėjomės su vietiniais žmonėmis, kurie užsiminė, kad kai kurios mokyklos susiduria su problemomis, kai klasės dauguma yra kitų tautybių vaikai, ir berlyniečiai nebenori leisti savo vaikų į šias mokyklas."
4399,"Politologas Yvesas Dejaeghere'as, kurį aplankėme Belgijoje, komentuoja šį reiškinį kaip natūralią kaitą: „Na ir puiku, kad klasėje visa paletė skirtingų tautybių, juk toks ir pats Berlynas. Anksčiau ar vėliau reikės išmokti gyventi tokioje aplinkoje ir tikrai mažiau galvos skausmo, jei mokytis pradėsime anksčiau.“"
4400,"Kai anglų kalbos mokytojas Marne gavo naują paauglių klasę, apie kurią sklandė baugūs gandai, jis sugalvojo susisiekti su tėvais pakviesdamas save į svečius, nes norėjo užmegzti ryšį su šiais vaikais. Taip pat „norėjo nuraminti visus išsigandusius, o labiausiai – save patį“."
4401,"Na ir puiku, kad klasėje visa paletė skirtingų tautybių, juk toks ir pats Berlynas. Anksčiau ar vėliau reikės išmokti gyventi tokioje aplinkoje."
4402,"Kai mokiniai pirmą kartą susitiko su Marne mokykloje, jie jau žinojo: mokytojui, kaip ir man, patinka „Žvaigždžių karai“, mokytojas grojo su mano būgnais mano kambaryje, mokytojas draugiškas ir visai juokingas, aš rūpiu savo mokytojui, nes jis atėjo pas mane į svečius ir panoro su manimi susipažinti. Pernai metais su savo klase Marne leidosi į trijų savaičių dviračių žygį po kaimynines šalis ir sako, kad po šios patyriminės kelionės pasibaigė jo kaip mokytojo testavimai. Vaikai iš tikrųjų patikėjo, kad šis mokytojas linki jiems paties geriausio. Kad ir kas benutiktų. Taigi, mokytojas iš tikrųjų susitiko su „savo“ vaikais."
4403,"Paklausus, kas jam atrodo svarbiausia būnant mokytoju, Marne nedvejodamas įvardijo, kad tai santykis ir galimybė tą santykį užmegzti su kiekvienu vaiku jiems priimtinais būdais. Tam, kad tuos būdus pažintum, reikia bristi į bendrą nuotykį (ar tai būtų dviračių žygis, ar kelionė laivu, ar nuoširdus pokalbis). Būtent patyriminės kelionės, Marne nuomone, ir yra tie klijai, kurie gali suvienyti visus į vieną kumštį."
4404,"Kita svarbi žinutė, kurią išsinešėme iš pokalbio su šiuo mokytoju, tai kad kiekvienam žmogui reikia bent vieno kito žmogaus, kuris juo tikėtų. Nuostabu, kai tie žmonės yra vaiko tėvai. Nuostabu, kai tie žmonės yra mokytojai."
4405,"Dar viena įdomi mokykla, apie kurią sužinojome besilankant Hamburge, tai Winterhuder Reformschule. Ši mokykla orientuota į vaikų individualizmą, kur skatinama išpildyti save „eik ir daryk“ principu. Pavyzdžiui, vaikas atranda ir nusprendžia, kad nori keliauti į dykumą. Tada jis turi parengti projektą, išsiaiškinti, kokia ta dykuma gali būti ir ko jam ten gali prireikti. Jeigu tėvai įvertina, kad jam reikia palydos, vaikas pasirenka mentorių ir keliauja susipažinti su dykuma iš esmės. Sugrįžęs vaikas reflektuoja ir pristato savo atradimus klasei. Taip ir mokosi, projektas po projekto, nuotykis po nuotykio, tarpuose apčiuopiant antraeilius dalykus. Ir tai valstybinė mokykla."
4406,"Kodėl valstybinėms mokykloms telieka trupiniai? Kas nusprendė, kad valstybinė mokykla negali būti novatoriška, drąsi, išskirtinė? Kūrybiškumas – tai raktas, galintis atrakinti kiekvieną mokyklą. Ar esame pakankamai kūrybiški, kad prikeltume mokyklas iš numirusiųjų, čia jau kitas klausimas. Idėjos, kurios gimsta šiandien – tai mūsų ateitis, sakė Einsteinas. Kadangi Lietuva neturi nei naftos, nei kitų brangiųjų išteklų, idėjos tampa mūsų pagrindiniu resursu. Naudokimės tuo."
